time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-27 00:00:00+00:00,16,10,9,3
2025-10-28 00:00:00+00:00,12,8,19,4
2025-10-29 00:00:00+00:00,39,15,7,4
2025-10-30 00:00:00+00:00,21,14,18,4
2025-10-31 00:00:00+00:00,13,7,2,2
2025-11-01 00:00:00+00:00,10,7,7,2
2025-11-02 00:00:00+00:00,7,6,2,2
2025-11-03 00:00:00+00:00,54,16,8,3
2025-11-04 00:00:00+00:00,41,17,15,6
2025-11-05 00:00:00+00:00,20,12,32,7
2025-11-06 00:00:00+00:00,21,14,6,2
2025-11-07 00:00:00+00:00,12,8,18,5
2025-11-08 00:00:00+00:00,22,9,3,1
2025-11-09 00:00:00+00:00,29,7,11,5
