time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-07 00:00:00+00:00,5,4,24,6
2025-03-08 00:00:00+00:00,8,4,7,1
2025-03-09 00:00:00+00:00,11,5,1,1
2025-03-10 00:00:00+00:00,11,5,1,1
2025-03-11 00:00:00+00:00,10,6,5,2
2025-03-12 00:00:00+00:00,12,5,13,2
2025-03-13 00:00:00+00:00,8,4,20,4
2025-03-14 00:00:00+00:00,15,6,3,2
2025-03-15 00:00:00+00:00,11,5,1,1
2025-03-16 00:00:00+00:00,10,5,2,1
2025-03-17 00:00:00+00:00,10,5,2,2
2025-03-18 00:00:00+00:00,8,4,18,2
2025-03-19 00:00:00+00:00,8,5,2,2
2025-03-20 00:00:00+00:00,3,2,2,2
