url_path,views_total,views_unique
/DataJourneyHQ/DataJourney,43,20
/DataJourneyHQ/DataJourney/pulls,12,1
/DataJourneyHQ/DataJourney/issues,5,3
/DataJourneyHQ/DataJourney/wiki/Contribution-Guidelines-(AI‐Aware),4,4
/DataJourneyHQ/DataJourney/tree/main/analytics_framework,4,2
/DataJourneyHQ/DataJourney/pull/234,4,1
/DataJourneyHQ/DataJourney/pull/235,4,1
/DataJourneyHQ/DataJourney/pull/235/changes,3,1
/DataJourneyHQ/DataJourney/releases/tag/v2.2.1,2,2
/DataJourneyHQ/DataJourney/wiki,2,2
