time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-11 00:00:00+00:00,6,4,41,8
2025-06-12 00:00:00+00:00,22,13,37,8
2025-06-13 00:00:00+00:00,16,14,16,4
2025-06-14 00:00:00+00:00,12,10,19,1
2025-06-15 00:00:00+00:00,16,7,38,1
2025-06-16 00:00:00+00:00,11,10,26,1
2025-06-17 00:00:00+00:00,9,6,24,3
2025-06-18 00:00:00+00:00,10,9,3,1
2025-06-19 00:00:00+00:00,10,9,14,1
2025-06-20 00:00:00+00:00,6,5,2,1
2025-06-21 00:00:00+00:00,19,3,49,3
2025-06-22 00:00:00+00:00,4,3,7,2
2025-06-23 00:00:00+00:00,29,12,87,1
2025-06-24 00:00:00+00:00,10,2,42,3
