time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-16 00:00:00+00:00,72,22,79,2
2025-09-17 00:00:00+00:00,12,10,23,4
2025-09-18 00:00:00+00:00,24,10,44,1
2025-09-19 00:00:00+00:00,74,24,119,3
2025-09-20 00:00:00+00:00,16,12,1,1
2025-09-21 00:00:00+00:00,13,12,8,2
2025-09-22 00:00:00+00:00,8,5,6,2
2025-09-23 00:00:00+00:00,9,6,12,1
2025-09-24 00:00:00+00:00,5,4,2,1
2025-09-25 00:00:00+00:00,9,8,4,3
2025-09-26 00:00:00+00:00,7,6,17,3
2025-09-27 00:00:00+00:00,6,4,2,2
2025-09-28 00:00:00+00:00,7,6,2,2
2025-09-29 00:00:00+00:00,7,6,10,4
