time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-24 00:00:00+00:00,116,42,2,1
2026-04-25 00:00:00+00:00,139,45,3,3
2026-04-26 00:00:00+00:00,48,13,9,9
2026-04-27 00:00:00+00:00,43,16,9,7
2026-04-28 00:00:00+00:00,53,15,18,6
2026-04-29 00:00:00+00:00,85,28,50,6
2026-04-30 00:00:00+00:00,83,25,16,5
2026-05-01 00:00:00+00:00,35,10,20,7
2026-05-02 00:00:00+00:00,39,13,17,5
2026-05-03 00:00:00+00:00,41,14,16,3
2026-05-04 00:00:00+00:00,50,16,9,4
2026-05-05 00:00:00+00:00,75,17,6,3
2026-05-06 00:00:00+00:00,46,14,11,2
2026-05-07 00:00:00+00:00,24,13,9,2
